Year,StateAbbr,StateDesc,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text,Geolocation
2021,CA,California,Sierra,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Crude prevalence,4.8,,,4.1,5.5,3283,06091,DISABLT,VISION,CrdPrv,Vision Disability,POINT (-120.5219926 39.5769252)
2021,CA,California,Modoc,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,3,,,2.7,3.3,8661,06049,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease,POINT (-120.7183704 41.5929185)
2021,CA,California,Alameda,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Age-adjusted prevalence,3.7,,,3.1,4.5,1648556,06001,HLTHOUT,COPD,AgeAdjPrv,COPD,POINT (-121.912488 37.6471385)
2021,CA,California,Sierra,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Crude prevalence,4,,,3.4,4.7,3283,06091,DISABLT,SELFCARE,CrdPrv,Self-care Disability,POINT (-120.5219926 39.5769252)
2021,CA,California,Colusa,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Age-adjusted prevalence,7.1,,,6.3,8.0,21917,06011,DISABLT,HEARING,AgeAdjPrv,Hearing Disability,POINT (-122.2375629 39.1777385)
2021,CA,California,San Benito,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Crude prevalence,6.1,,,5.4,6.9,66677,06069,DISABLT,HEARING,CrdPrv,Hearing Disability,POINT (-121.0858108 36.6116507)
2021,CA,California,Butte,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,63.1,,,56.8,68.7,208309,06007,PREVENT,CHECKUP,CrdPrv,Annual Checkup,POINT (-121.6032086 39.6653362)
2021,CA,California,Shasta,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,32.1,,,28.2,36.4,182139,06089,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,POINT (-122.0435558 40.7605142)
2021,CA,California,San Diego,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.2,,,8.2,10.4,3286069,06073,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,POINT (-116.7761174 33.0236041)
2021,CA,California,Modoc,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,10.1,,,8.2,12.1,8661,06049,HLTHOUT,COPD,CrdPrv,COPD,POINT (-120.7183704 41.5929185)
2021,CA,California,San Joaquin,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Age-adjusted prevalence,16.1,,,13.3,19.3,789410,06077,HLTHOUT,DEPRESSION,AgeAdjPrv,Depression,POINT (-121.272244 37.9349815)
2021,CA,California,Shasta,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Crude prevalence,4.1,,,3.5,4.8,182139,06089,DISABLT,SELFCARE,CrdPrv,Self-care Disability,POINT (-122.0435558 40.7605142)
2021,CA,California,Merced,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,20.8,,,17.4,24.4,286461,06047,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-120.7228019 37.1948063)
2021,CA,California,Sierra,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,12.3,,,9.7,15.0,3283,06091,RISKBEH,CSMOKING,CrdPrv,Current Smoking,POINT (-120.5219926 39.5769252)
2021,CA,California,Kings,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,17.4,,,15.1,19.9,153443,06031,HLTHSTAT,MHLTH,CrdPrv,Mental Health,POINT (-119.8155301 36.072478)
2021,CA,California,San Joaquin,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Age-adjusted prevalence,12.9,,,11.1,14.9,789410,06077,DISABLT,MOBILITY,AgeAdjPrv,Mobility Disability,POINT (-121.272244 37.9349815)
2020,CA,California,Mono,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,33.6,,,26.4,41.4,13247,06051,PREVENT,COREW,CrdPrv,Core preventive services for older women,POINT (-118.8751668 37.9158363)
2021,CA,California,Solano,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Crude prevalence,4.7,,,4.1,5.3,451716,06095,DISABLT,VISION,CrdPrv,Vision Disability,POINT (-121.939594 38.2672255)
2021,CA,California,Humboldt,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Age-adjusted prevalence,6.9,,,5.7,8.3,136310,06023,HLTHOUT,COPD,AgeAdjPrv,COPD,POINT (-123.9261757 40.7066554)
2021,CA,California,Santa Barbara,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Age-adjusted prevalence,19.3,,,16.1,22.7,446475,06083,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis,POINT (-120.0383645 34.5366774)
2021,CA,California,Lassen,BRFSS,Disability,Any disability among adults aged >=18 years,%,Age-adjusted prevalence,30.7,,,26.2,35.5,33159,06035,DISABLT,DISABILITY,AgeAdjPrv,Any Disability,POINT (-120.6212225 40.7152866)
2020,CA,California,Mariposa,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Age-adjusted prevalence,83.2,,,80.9,85.3,17147,06043,PREVENT,CERVICAL,AgeAdjPrv,Cervical Cancer Screening,POINT (-119.9117215 37.5743432)
2021,CA,California,Monterey,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,5.5,,,5.0,6.1,437325,06053,HLTHOUT,CANCER,AgeAdjPrv,Cancer (except skin),POINT (-121.3155781 36.2401044)
2021,CA,California,Alpine,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,16.4,,,14.3,18.8,1235,06003,HLTHSTAT,GHLTH,CrdPrv,General Health,POINT (-119.7983522 38.6217831)
2021,CA,California,Marin,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Crude prevalence,2.8,,,2.3,3.3,260206,06041,DISABLT,SELFCARE,CrdPrv,Self-care Disability,POINT (-122.7463958 38.0513667)
2021,CA,California,Marin,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,9.6,,,8.0,11.3,260206,06041,HLTHSTAT,PHLTH,CrdPrv,Physical Health,POINT (-122.7463958 38.0513667)
2021,CA,California,San Bernardino,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Age-adjusted prevalence,5.4,,,4.8,6.1,2194710,06071,HLTHOUT,CHD,AgeAdjPrv,Coronary Heart Disease,POINT (-116.1815707 34.8566615)
2021,CA,California,Plumas,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,8.5,,,7.0,10.3,19915,06063,HLTHOUT,COPD,CrdPrv,COPD,POINT (-120.8243709 39.9922953)
2021,CA,California,Santa Barbara,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Crude prevalence,13.5,,,11.3,15.9,446475,06083,DISABLT,COGNITION,CrdPrv,Cognitive Disability,POINT (-120.0383645 34.5366774)
2021,CA,California,Lake,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,33.7,,,26.4,41.9,68766,06033,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-122.7467569 39.0948019)
2021,CA,California,Fresno,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,3.3,,,3.0,3.6,1013581,06019,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease,POINT (-119.6550193 36.7610058)
2020,CA,California,San Luis Obispo,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Age-adjusted prevalence,68.8,,,65.7,71.7,283159,06079,PREVENT,DENTAL,AgeAdjPrv,Dental Visit,POINT (-120.4488974 35.3881891)
2020,CA,California,Inyo,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Age-adjusted prevalence,33,,,31.7,34.3,18970,06027,RISKBEH,SLEEP,AgeAdjPrv,Sleep <7 hours,POINT (-117.4042092 36.5621604)
2020,CA,California,Mendocino,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,31,,,29.7,32.4,91305,06045,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,POINT (-123.4428811 39.4323876)
2020,CA,California,Imperial,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,34.2,,,32.6,35.7,179851,06025,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,POINT (-115.3554001 33.0408143)
2021,CA,California,Colusa,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,82.9,,,79.6,85.8,21917,06011,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,POINT (-122.2375629 39.1777385)
2021,CA,California,San Diego,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Age-adjusted prevalence,17.4,,,14.6,20.6,3286069,06073,RISKBEH,LPA,AgeAdjPrv,Physical Inactivity,POINT (-116.7761174 33.0236041)
2021,CA,California,Mendocino,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,12.8,,,10.9,15.0,91305,06045,HLTHOUT,DIABETES,CrdPrv,Diabetes,POINT (-123.4428811 39.4323876)
2021,CA,California,Santa Cruz,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Crude prevalence,6.5,,,5.5,7.7,267792,06087,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability,POINT (-122.0077889 37.0123466)
2021,CA,California,Orange,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,2.9,,,2.6,3.2,3167809,06059,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease,POINT (-117.7772068 33.6756872)
2021,CA,California,Mariposa,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Age-adjusted prevalence,30.4,,,25.5,35.1,17147,06043,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol,POINT (-119.9117215 37.5743432)
2020,CA,California,Colusa,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,13,,,9.6,17.0,21917,06011,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-122.2375629 39.1777385)
2021,CA,California,Monterey,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,27.3,,,21.6,33.7,437325,06053,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-121.3155781 36.2401044)
2020,CA,California,Placer,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Age-adjusted prevalence,35.2,,,28.7,41.7,412300,06061,PREVENT,COREW,AgeAdjPrv,Core preventive services for older women,POINT (-120.7227181 39.0620323)
2020,CA,California,Lassen,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,61,,,57.9,64.2,33159,06035,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-120.6212225 40.7152866)
2021,CA,California,Santa Barbara,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Crude prevalence,3.7,,,3.2,4.3,446475,06083,DISABLT,SELFCARE,CrdPrv,Self-care Disability,POINT (-120.0383645 34.5366774)
2021,CA,California,Solano,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Crude prevalence,11.7,,,10.2,13.5,451716,06095,DISABLT,COGNITION,CrdPrv,Cognitive Disability,POINT (-121.939594 38.2672255)
2021,CA,California,Sacramento,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,5.6,,,5.1,6.2,1588921,06067,HLTHOUT,CANCER,AgeAdjPrv,Cancer (except skin),POINT (-121.3443291 38.4501363)
2021,CA,California,Shasta,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Age-adjusted prevalence,6.5,,,5.8,7.4,182139,06089,DISABLT,HEARING,AgeAdjPrv,Hearing Disability,POINT (-122.0435558 40.7605142)
2021,CA,California,Stanislaus,BRFSS,Disability,Any disability among adults aged >=18 years,%,Crude prevalence,32.1,,,27.9,36.8,552999,06099,DISABLT,DISABILITY,CrdPrv,Any Disability,POINT (-121.0028311 37.5623162)
2021,CA,California,San Mateo,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Crude prevalence,2.5,,,2.1,2.9,737888,06081,DISABLT,SELFCARE,CrdPrv,Self-care Disability,POINT (-122.3715457 37.4146725)
2021,CA,California,Kings,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Age-adjusted prevalence,9.1,,,8.0,10.5,153443,06031,DISABLT,INDEPLIVE,AgeAdjPrv,Independent Living Disability,POINT (-119.8155301 36.072478)
2021,CA,California,Los Angeles,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,14.4,,,12.6,16.5,9829544,06037,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-118.2618616 34.1963983)
2021,CA,California,Sierra,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Crude prevalence,11.4,,,9.6,13.2,3283,06091,DISABLT,COGNITION,CrdPrv,Cognitive Disability,POINT (-120.5219926 39.5769252)
2021,CA,California,Alpine,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,8.6,,,8.1,9.1,1235,06003,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),POINT (-119.7983522 38.6217831)
2021,CA,California,Nevada,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,88.8,,,86.6,90.8,103487,06057,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,POINT (-120.7713429 39.2975082)
2021,CA,California,Kings,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Age-adjusted prevalence,22.6,,,19.6,25.8,153443,06031,HLTHSTAT,GHLTH,AgeAdjPrv,General Health,POINT (-119.8155301 36.072478)
2021,CA,California,Contra Costa,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,14.4,,,12.3,16.8,1161413,06013,HLTHSTAT,GHLTH,CrdPrv,General Health,POINT (-121.9515431 37.919479)
2021,CA,California,Kern,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Age-adjusted prevalence,6.7,,,5.6,7.8,917673,06029,HLTHOUT,COPD,AgeAdjPrv,COPD,POINT (-118.7295064 35.3466288)
2021,CA,California,Lassen,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,3.3,,,2.9,3.7,33159,06035,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-120.6212225 40.7152866)
2021,CA,California,Glenn,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Age-adjusted prevalence,6.5,,,5.7,7.5,28805,06021,DISABLT,VISION,AgeAdjPrv,Vision Disability,POINT (-122.4016998 39.6025462)
2020,CA,California,Glenn,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,80.2,,,78.1,82.3,28805,06021,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,POINT (-122.4016998 39.6025462)
2021,CA,California,El Dorado,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted prevalence,6.5,,,5.0,8.2,193221,06017,PREVENT,ACCESS2,AgeAdjPrv,Health Insurance,POINT (-120.5342245 38.7856116)
2021,CA,California,Butte,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Age-adjusted prevalence,10.3,,,9.0,11.8,208309,06007,HLTHOUT,CASTHMA,AgeAdjPrv,Current Asthma,POINT (-121.6032086 39.6653362)
2021,CA,California,Placer,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.3,,,8.2,10.5,412300,06061,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,POINT (-120.7227181 39.0620323)
2021,CA,California,Tehama,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted prevalence,11.6,,,9.1,14.4,65498,06103,PREVENT,ACCESS2,AgeAdjPrv,Health Insurance,POINT (-122.2322737 40.1261573)
2020,CA,California,Orange,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Age-adjusted prevalence,39.7,,,33.5,45.6,3167809,06059,PREVENT,COREM,AgeAdjPrv,Core preventive services for older men,POINT (-117.7772068 33.6756872)
2021,CA,California,Santa Clara,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Crude prevalence,8.7,,,7.3,10.2,1885508,06085,DISABLT,COGNITION,CrdPrv,Cognitive Disability,POINT (-121.6895401 37.2216142)
2020,CA,California,Colusa,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,33.2,,,31.9,34.5,21917,06011,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,POINT (-122.2375629 39.1777385)
2021,CA,California,Trinity,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Age-adjusted prevalence,14.5,,,12.5,16.7,16060,06105,DISABLT,MOBILITY,AgeAdjPrv,Mobility Disability,POINT (-123.114666 40.6478582)
2021,CA,California,Humboldt,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,18.3,,,15.8,21.0,136310,06023,HLTHSTAT,MHLTH,AgeAdjPrv,Mental Health,POINT (-123.9261757 40.7066554)
2020,CA,California,Imperial,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Age-adjusted prevalence,67.4,,,62.6,72.3,179851,06025,PREVENT,MAMMOUSE,AgeAdjPrv,Mammography,POINT (-115.3554001 33.0408143)
2021,CA,California,Amador,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,29.6,,,22.5,37.5,41259,06005,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-120.653858 38.4435493)
2021,CA,California,Mariposa,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,7.3,,,5.7,9.2,17147,06043,PREVENT,ACCESS2,CrdPrv,Health Insurance,POINT (-119.9117215 37.5743432)
2020,CA,California,Contra Costa,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Age-adjusted prevalence,63.1,,,60.9,65.4,1161413,06013,PREVENT,COLON_SCREEN,AgeAdjPrv,Colorectal Cancer Screening,POINT (-121.9515431 37.919479)
2021,CA,California,Lassen,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Age-adjusted prevalence,59.9,,,53.5,65.9,33159,06035,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,POINT (-120.6212225 40.7152866)
2021,CA,California,Imperial,BRFSS,Disability,Any disability among adults aged >=18 years,%,Crude prevalence,34.9,,,29.9,39.9,179851,06025,DISABLT,DISABILITY,CrdPrv,Any Disability,POINT (-115.3554001 33.0408143)
2021,CA,California,Stanislaus,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,10.2,,,8.9,11.6,552999,06099,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,POINT (-121.0028311 37.5623162)
2021,CA,California,Calaveras,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,20,,,16.3,24.0,46221,06009,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-120.5541065 38.1910682)
2021,CA,California,Sonoma,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Age-adjusted prevalence,5.1,,,4.1,6.1,485887,06097,HLTHOUT,COPD,AgeAdjPrv,COPD,POINT (-122.9261095 38.5251824)
2021,CA,California,Lake,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,65,,,59.0,70.7,68766,06033,PREVENT,CHECKUP,CrdPrv,Annual Checkup,POINT (-122.7467569 39.0948019)
2021,CA,California,Fresno,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Age-adjusted prevalence,15.5,,,13.2,17.9,1013581,06019,DISABLT,COGNITION,AgeAdjPrv,Cognitive Disability,POINT (-119.6550193 36.7610058)
2021,CA,California,Kern,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Age-adjusted prevalence,15.5,,,12.9,18.6,917673,06029,RISKBEH,BINGE,AgeAdjPrv,Binge Drinking,POINT (-118.7295064 35.3466288)
2021,CA,California,Santa Clara,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Age-adjusted prevalence,4.8,,,4.2,5.4,1885508,06085,DISABLT,HEARING,AgeAdjPrv,Hearing Disability,POINT (-121.6895401 37.2216142)
2021,CA,California,Lake,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,33.7,,,26.4,42.0,68766,06033,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-122.7467569 39.0948019)
2021,CA,California,San Luis Obispo,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,18.7,,,14.8,22.8,283159,06079,RISKBEH,LPA,CrdPrv,Physical Inactivity,POINT (-120.4488974 35.3881891)
